id,codigo,nome_social,nome_resumido,cnpj,situacao_ativa,codigo_isin
39752,APER,ALPER CONSULTORIA E CORRETORA DE SEGUROS S A,ALPERSEGUROS,11721921000160.0,True,BRAPERACNOR9
36495,APHP,ALPHAPART PARTICIPACOES SA,ALPHAPART1IB,,False,BRAPHPACNOR6
36586,APTI,SIDERURGICA J L ALIPERTI SA,ALIPERTI1KU,61156931000178.0,True,BRAPTIACNPR3
36708,ARCE,ARCELOR BRASIL SA,ARCELORBR1O8,24315012000173.0,True,BRARCEACNOR7
36720,ARCZ,ARACRUZ CELULOSE SA,ARACRUZ1OK,42157511000161.0,True,BRARCZACNOR2
36720,ARCZ,ARACRUZ CELULOSE SA,ARACRUZ1OK,42157511000161.0,True,BRARCZACNPA5
36720,ARCZ,ARACRUZ CELULOSE SA,ARACRUZ1OK,42157511000161.0,True,BRARCZACNPB3
36815,ARLA,ARTHUR LANGE SA IND COM,ARTHURLAN1R7,92189356000133.0,True,BRARLAACNOR6
36815,ARLA,ARTHUR LANGE SA IND COM,ARTHURLAN1R7,92189356000133.0,True,BRARLAACNPR3
94963,ARML,ARMAC LOCACAO LOGISTICA E SERVICOS S A,ARMAC,242184000104.0,True,BRARMLACNOR1
36867,ARPS,DOUAT CIA TEXTIL,DOUATTEXT1SN,82610726000100.0,True,BRARPSACNOR9
36916,KUAL,KUALA SA EX ARTEX SA,KUALA1U0,82640723000110.0,True,BRARTEACNOR1
36916,KUAL,KUALA SA EX ARTEX SA,KUALA1U0,82640723000110.0,True,BRARTEACNPR8
36923,ARTR,ARTERIS SA,ARTERIS1U7,2919555000167.0,True,BRARTRACNOR3
36969,AZZA,AZZAS 2154 S A,AZZAS 2154,16590234000176.0,True,BRARZZACNOR3
75941,ASAI,SENDAS DISTRIBUIDORA S A,SENDAS,6057223000171.0,True,BRASAIACNOR0
37079,ASSM,CIA ELDORADO HOTEIS,ELDORADO1YJ,62791116000143.0,True,BRASSMACNOR4
37079,ASSM,CIA ELDORADO HOTEIS,ELDORADO1YJ,62791116000143.0,True,BRASSMACNPR1
37091,ASTA,SANTISTA TEXTIL SA EX ALPARGATAS SANTISTA TEXTIL SA,SANTISTEX1YV,15082688000173.0,True,BRASTAACNPR4
145319,ATED,ATOM EDUCACAO E EDITORA S A,ATOMEDUC,23994857000170.0,True,BRATEDACNOR1
37155,ATEL,AUTEL SA TELECOMUNICACOES,AUTEL20N,47709365000153.0,True,BRATELACNPR1
53467,ATMP,ATMA PARTICIPACOES S A,ATMASA,4032433000180.0,True,BRATMPACNOR8
37260,FICT,FICTOR ALIMENTOS S A,FICTORALIMEN,359742000108.0,True,BRATOMACNOR1
108558,AURE,AUREN ENERGIA S A,AUREN,28594234000123.0,True,BRAUREACNOR9
37383,AUTM,AUTOMETAL SA,AUTOMETAL26Z,59104513000195.0,True,BRAUTMACNOR8
37428,AVIL,ACOS VILLARES SA,ACOSVILL288,60664810000174.0,False,BRAVILACNOR1
37428,AVIL,ACOS VILLARES SA,ACOSVILL288,60664810000174.0,False,BRAVILACNPR8
59324,AVLL,ALPHAVILLE S A,ALPHAVILLE,16811931000100.0,True,BRAVLLACNOR5
37449,AVPL,AVIPAL SA AVICULTURA AGROPECUARIA,AVIPAL28T,,False,BRAVPLACNOR6
37546,AZEV,AZEVEDO TRAVASSOS SA,AZEVEDO2BI,61351532000168.0,True,BRAZEVACNOR0
37546,AZEV,AZEVEDO TRAVASSOS SA,AZEVEDO2BI,61351532000168.0,True,BRAZEVACNPR7
37595,AZUL,AZUL SA,AZULSA2CV,9305994000129.0,True,BRAZULACNPR4
36969,AZZA,AZZAS 2154 S A,AZZAS 2154,16590234000176.0,True,BRAZZAACNOR9
37610,B3SA,B3 SA BRASIL BOLSA BALCAO,B32DA,9346601000125.0,True,BRB3SAACNOR6
37624,BAAM,BCO BEA SA EX BCO ESTADO AMAZONAS SA,BANCOBEA2DO,4562120000133.0,True,BRBAAMACNOR8
37624,BAAM,BCO BEA SA EX BCO ESTADO AMAZONAS SA,BANCOBEA2DO,4562120000133.0,True,BRBAAMACNPR5
37656,BIED,BAHEMA EDUCACAO S A,BIOMA EDUC,45987245000192.0,True,BRBAHIACNOR1
37656,BIED,BAHEMA EDUCACAO S A,BIOMA EDUC,45987245000192.0,True,BRBAHIACNPA4
37656,BIED,BAHEMA EDUCACAO S A,BIOMA EDUC,45987245000192.0,True,BRBAHIACNPR8
37674,BALM,BAUMER SA,BAUMER2F2,61374161000130.0,True,BRBALMACNOR5
37674,BALM,BAUMER SA,BAUMER2F2,61374161000130.0,True,BRBALMACNPR2
37720,BARB,SAINT GOBAIN CANALIZACAO SA EX CIA METALURGICA BARBARA,SGOBAINCA2GC,28672087000162.0,True,BRBARBACNOR5
37720,BARB,SAINT GOBAIN CANALIZACAO SA EX CIA METALURGICA BARBARA,SGOBAINCA2GC,28672087000162.0,True,BRBARBACNPR2
37737,BASU,BANCO COMERCIAL INVESTIMENTO SUDAMERIS SA,AMERICASU2GT,61230165000144.0,True,BRBASUACNOR3
37737,BASU,BANCO COMERCIAL INVESTIMENTO SUDAMERIS SA,AMERICASU2GT,61230165000144.0,True,BRBASUACNPA6
37737,BASU,BANCO COMERCIAL INVESTIMENTO SUDAMERIS SA,AMERICASU2GT,61230165000144.0,True,BRBASUACNPB4
37746,BAUH,EXCELSIOR ALIMENTOS SA,EXCELSIOR2H2,95426862000197.0,True,BRBAUHACNPR3
37760,BAZA,BCO AMAZONIA SA,AMAZONIA2HG,4902979000144.0,True,BRBAZAACNOR0
37806,BBAS,BCO BRASIL SA,BRASIL2IQ,191.0,True,BRBBASACNOR3
37806,BBAS,BCO BRASIL SA,BRASIL2IQ,191.0,True,BRBBASACNPR0
37840,BBCM,BCO BANDEIRANTES SA,BANDEIRAN2JO,61071387000161.0,True,BRBBCMACNOR2
37840,BBCM,BCO BANDEIRANTES SA,BANDEIRAN2JO,61071387000161.0,True,BRBBCMACNPR9
37851,BBDC,BCO BRADESCO SA,BRADESCO2JZ,60746948000112.0,True,BRBBDCACNOR1
37851,BBDC,BCO BRADESCO SA,BRADESCO2JZ,60746948000112.0,True,BRBBDCACNPR8
38018,NEXP,NEXPE PARTICIPACOES S A,NEXPE,8613550000198.0,True,BRBBRKACNOR4
38031,BBSE,BB SEGURIDADE PARTICIPACOES SA,BBSEGURID2OZ,17344597000194.0,True,BRBBSEACNOR5
38093,BCAL,PRO METALURGIA SA,BICCALOI2QP,56994924000105.0,False,BRBCALACNPB7
38260,BDEP,BCO PERNAMBUCO SA BANDEPE,BANDEPE2VC,10866788000177.0,True,BRBDEPACNOR7
38284,BDLL,BARDELLA SA INDS MECANICAS,BARDELLA2W0,60851615000153.0,True,BRBDLLACNOR1
38284,BDLL,BARDELLA SA INDS MECANICAS,BARDELLA2W0,60851615000153.0,True,BRBDLLACNPR8
38375,BEBA,BCO BANEB SA EX BCO ESTADO BAHIA SA,BANEB2YJ,15142490000138.0,True,BRBEBAACNPA6
38375,BEBA,BCO BANEB SA EX BCO ESTADO BAHIA SA,BANEB2YJ,15142490000138.0,True,BRBEBAACNPB4
38379,BECE,BCO BEC SA,BANCOBEC2YN,7196934000190.0,True,BRBECEACNOR3
38379,BECE,BCO BEC SA,BANCOBEC2YN,7196934000190.0,True,BRBECEACNPR0
38389,BEEF,MINERVA SA,MINERVA2YX,67620377000114.0,True,BRBEEFACNOR6
38390,BEES,BANESTES SA BCO ESTADO ESPIRITO SANTO,BANESTES2YY,28127603000178.0,True,BRBEESACNOR9
38390,BEES,BANESTES SA BCO ESTADO ESPIRITO SANTO,BANESTES2YY,28127603000178.0,True,BRBEESACNPR6
38409,BELG,CIA SIDERURGICA BELGO MINEIRA,BELGOMINE2ZH,,False,BRBELGACNOR9
38409,BELG,CIA SIDERURGICA BELGO MINEIRA,BELGOMINE2ZH,,False,BRBELGACNPR6
38420,BEMA,BEMATECH SA,BEMATECH2ZS,82373077000171.0,True,BRBEMAACNOR0
38421,BEMG,BCO BEMGE SA EX BCO ESTADO MINAS GERAIS SA,BEMGE2ZT,,False,BRBEMGACNOR7
38421,BEMG,BCO BEMGE SA EX BCO ESTADO MINAS GERAIS SA,BEMGE2ZT,,False,BRBEMGACNPR4
38435,BEPA,BCO BANESTADO SA EX BCO ESTADO PARANA SA,BANESTADO307,76492172000191.0,True,BRBEPAACNOR3
38435,BEPA,BCO BANESTADO SA EX BCO ESTADO PARANA SA,BANESTADO307,76492172000191.0,True,BRBEPAACNPR0
38470,BESP,BCO ESTADO SAO PAULO SA,BANESPA316,61411633000187.0,True,BRBESPACNOR5
38470,BESP,BCO ESTADO SAO PAULO SA,BANESPA316,61411633000187.0,True,BRBESPACNPR2
38482,BEXC,BCO ALVORADA SA,BILBAOVIZ31I,33870163000184.0,True,BRBEXCACNPR0
38510,BFCV,SPSCS INDL SA EX BRASINCA INDL SA,SPSCSINDL32A,59290239000196.0,True,BRBFCVACNPR1
38544,BFIT,BCO SUDAMERIS BRASIL SA,SUDAMERIS338,60942638000173.0,True,BRBFITACNOR5
38544,BFIT,BCO SUDAMERIS BRASIL SA,SUDAMERIS338,60942638000173.0,True,BRBFITACNPR2
38635,BGIP,BCO ESTADO SERGIPE SA BANESE,BANESE35R,13009717000146.0,True,BRBGIPACNOR1
38635,BGIP,BCO ESTADO SERGIPE SA BANESE,BANESE35R,13009717000146.0,True,BRBGIPACNPR8
38650,BGOS,BCO BEG SA EX BCO ESTADO GOIAS SA,BEG366,1540541000175.0,True,BRBGOSACNOR3
38650,BGOS,BCO BEG SA EX BCO ESTADO GOIAS SA,BEG366,1540541000175.0,True,BRBGOSACNPR0
38678,BHEQ,BAHEMA EQUIPAMENTOS SA,BAHEMAEQU36Y,96832365000151.0,True,BRBHEQACNOR6
38678,BHEQ,BAHEMA EQUIPAMENTOS SA,BAHEMAEQU36Y,96832365000151.0,True,BRBHEQACNPR3
38683,BHGR,BHG SA BRAZIL HOSPITALITY GROUP,BHG373,8723106000125.0,True,BRBHGRACNOR9
68127,BHIA,GRUPO CASAS BAHIA S A,VIA,33041260065290.0,True,BRBHIAACNOR1
38721,BICB,CHINA CONSTRUCTION BANK BRASIL BCO MULTIPLO SA,CHINA385,7450604000189.0,True,BRBICBACNOR0
38721,BICB,CHINA CONSTRUCTION BANK BRASIL BCO MULTIPLO SA,CHINA385,7450604000189.0,True,BRBICBACNPR7
38726,BIDI,BANCO INTER SA,BANCO INTER,416968000101.0,True,BRBIDIACNOR3
38726,BIDI,BANCO INTER SA,BANCO INTER,416968000101.0,True,BRBIDIACNPR0
37656,BIED,BAHEMA EDUCACAO S A,BIOMA EDUC,45987245000192.0,True,BRBIEDACNOR2
38762,BIOB,BIOBRAS SA,BIOBRAS39A,16921603000166.0,True,BRBIOBACNOR5
38762,BIOB,BIOBRAS SA,BIOBRAS39A,16921603000166.0,True,BRBIOBACNPA8
38762,BIOB,BIOBRAS SA,BIOBRAS39A,16921603000166.0,True,BRBIOBACNPB6
38762,BIOB,BIOBRAS SA,BIOBRAS39A,16921603000166.0,True,BRBIOBACNPC4
38762,BIOB,BIOBRAS SA,BIOBRAS39A,16921603000166.0,True,BRBIOBACNPR2
38765,BIOM,BIOMM SA,BIOMM39D,4752991000110.0,True,BRBIOMACNOR2
38765,BIOM,BIOMM SA,BIOMM39D,4752991000110.0,True,BRBIOMACNPR9
38783,BISA,ERBE INCORPORADORA S A,ERBEINCORP,7700557000184.0,True,BRBISAACNOR8
38794,BIVT,BCO BANDEIRANTES INVEST SA,BANDEIRIN3A6,,False,BRBIVTACNOR2
38794,BIVT,BCO BANDEIRANTES INVEST SA,BANDEIRIN3A6,,False,BRBIVTACNPR9
38823,ZAMP,ZAMP S A,ZAMP SA,13574594000196.0,True,BRBKBRACNOR4
38854,BLAU,BLAU FARMACEUTICA SA,BLAUFARMA3BU,58430828000160.0,True,BRBLAUACNOR8
52054,BLUT,BLUE TECH SOLUTIONS E Q I S A,B TECH EQI,60637238000154.0,True,BRBLUTACNOR8
52054,BLUT,BLUE TECH SOLUTIONS E Q I S A,B TECH EQI,60637238000154.0,True,BRBLUTACNPR5
39058,BMBR,BCO SANTANDER MERIDIONAL SA ATUAL BCO SANTANDER BANESPA SA,BMERIDION3HI,,False,BRBMBRACNPR7
39069,BMCT,BCO MERCANTIL SAO PAULO SA EX BCO MERCANTIL FINASA SA SAO PAULO,MERCSPAUL3HT,61065421000195.0,True,BRBMCTACNOR4
39069,BMCT,BCO MERCANTIL SAO PAULO SA EX BCO MERCANTIL FINASA SA SAO PAULO,MERCSPAUL3HT,61065421000195.0,True,BRBMCTACNPR1
39078,BMEB,BCO MERCANTIL BRASIL SA,MERCANTIL,17184037000110.0,True,BRBMEBACNOR8
39078,BMEB,BCO MERCANTIL BRASIL SA,MERCANTIL,17184037000110.0,True,BRBMEBACNPR5
39080,BMEF,BOLSA MERCADORIAS FUTUROS BMF SA,BOLSAMERC3I4,54641030000106.0,True,BRBMEFACNOR9
39089,BMGB,BCO BMG SA,BMG3ID,61186680000174.0,True,BRBMGBACNPR0
39105,BMIN,BCO MERCANTIL INVESTS SA,MERCINVES3IT,34169557000172.0,True,BRBMINACNOR4
39105,BMIN,BCO MERCANTIL INVESTS SA,MERCINVES3IT,34169557000172.0,True,BRBMINACNPR1
39107,BMKS,BICICLETAS MONARK SA,BICMONARK3IV,56992423000190.0,True,BRBMKSACNOR9
98728,BMOB,BEMOBI MOBILE TECH S A,BEMOBI TECH,9042817000105.0,True,BRBMOBACNOR7
39145,BMTO,BRASMOTOR SA,BRASMOTOR3JX,61084984000120.0,True,BRBMTOACNOR9
39145,BMTO,BRASMOTOR SA,BRASMOTOR3JX,61084984000120.0,True,BRBMTOACNPR6
39175,BNBR,BCO NORDESTE BRASIL SA,NORDBRASI3KR,7237373000120.0,True,BRBNBRACNOR8
39175,BNBR,BCO NORDESTE BRASIL SA,NORDBRASI3KR,7237373000120.0,True,BRBNBRACNPR5
39179,BNCA,BCO NOSSA CAIXA SA,BCONOSSAC3KV,43073394000110.0,False,BRBNCAACNOR2
40351,BOAS,BOA VISTA SERVICOS S A,BOAVISTAS4HF,11725176000127.0,True,BRBOASACNOR6
39315,BOBR,BOMBRIL SA EX BOMBRIL CIRIO SA,BOMBRIL3ON,50564053000103.0,True,BRBOBRACNOR6
39315,BOBR,BOMBRIL SA EX BOMBRIL CIRIO SA,BOMBRIL3ON,50564053000103.0,True,BRBOBRACNPR3
39385,BOVH,BOLSA VALORES SAO PAULO SA BVSP,BOVESPAHL3QL,8695953000123.0,False,BRBOVHACNOR5
39411,BPAC,BCO BTG PACTUAL SA,BTGPBANCO3RB,30306294000145.0,True,BRBPACACNOR7
39411,BPAC,BCO BTG PACTUAL SA,BTGPBANCO3RB,30306294000145.0,True,BRBPACACNPA0
39415,BPAN,BANCO PAN S A,BANCOPANS3RF,59285411000113.0,True,BRBPANACNPR1
39416,BPAR,BCO ESTADO PARA SA,BANPARA3RG,4913711000108.0,True,BRBPARACNOR5
39432,BPCO,BOMPRECO SA SUPERMERCADOS NORDESTE,BOMPRECO3RW,13004510000189.0,True,BRBPCOACNPR5
39470,BPHA,BRASIL PHARMA SA,BRPHARMA3SY,11395624000171.0,True,BRBPHAACNOR6
39474,BPIA,BCO ESTADO PIAUI SA,ESTPIAUI3T2,6833131000136.0,False,BRBPIAACNOR4
39489,BPLA,BRASPEROLA IND COM SA,BRASPEROL3TH,11703519000152.0,True,BRBPLAACNOR8
39489,BPLA,BRASPEROLA IND COM SA,BRASPEROL3TH,11703519000152.0,True,BRBPLAACNPA1
39515,BPNM,BCO PANAMERICANO SA,PANAMERIC3U7,,False,BRBPNMACNPR6
39607,BRAP,BRADESPAR SA,BRADESPAR3WR,3847461000192.0,True,BRBRAPACNOR5
39607,BRAP,BRADESPAR SA,BRADESPAR3WR,3847461000192.0,True,BRBRAPACNPR2
95514,BRAV,3R PETROLEUM OLEO E GAS S A,BRAVA,12091809000155.0,True,BRBRAVACNOR3
39677,VBBR,VIBRA ENERGIA SA,VIBRA,34274233000102.0,True,BRBRDTACNOR1
39677,VBBR,VIBRA ENERGIA SA,VIBRA,34274233000102.0,True,BRBRDTACNPR8
39715,BRFS,BRF SA,BRFSA3ZR,1838723000127.0,True,BRBRFSACNOR8
39726,BRGE,CONSORCIO ALFA ADMINISTRACAO SA EX CONS REAL BRAS ADMINISTRACAO SA,ALFACONSO402,17193806000146.0,True,BRBRGEACNOR6
39726,BRGE,CONSORCIO ALFA ADMINISTRACAO SA EX CONS REAL BRAS ADMINISTRACAO SA,ALFACONSO402,17193806000146.0,True,BRBRGEACNPA9
39726,BRGE,CONSORCIO ALFA ADMINISTRACAO SA EX CONS REAL BRAS ADMINISTRACAO SA,ALFACONSO402,17193806000146.0,True,BRBRGEACNPB7
39726,BRGE,CONSORCIO ALFA ADMINISTRACAO SA EX CONS REAL BRAS ADMINISTRACAO SA,ALFACONSO402,17193806000146.0,True,BRBRGEACNPC5
39726,BRGE,CONSORCIO ALFA ADMINISTRACAO SA EX CONS REAL BRAS ADMINISTRACAO SA,ALFACONSO402,17193806000146.0,True,BRBRGEACNPD3
39726,BRGE,CONSORCIO ALFA ADMINISTRACAO SA EX CONS REAL BRAS ADMINISTRACAO SA,ALFACONSO402,17193806000146.0,True,BRBRGEACNPE1
39726,BRGE,CONSORCIO ALFA ADMINISTRACAO SA EX CONS REAL BRAS ADMINISTRACAO SA,ALFACONSO402,17193806000146.0,True,BRBRGEACNPF8
39734,BRHA,CIA CERVEJARIA BRAHMA,BRAHMA40A,33366980000108.0,True,BRBRHAACNOR2
39734,BRHA,CIA CERVEJARIA BRAHMA,BRAHMA40A,33366980000108.0,True,BRBRHAACNPR9
39752,APER,ALPER CONSULTORIA E CORRETORA DE SEGUROS S A,ALPERSEGUROS,11721921000160.0,True,BRBRINACNOR3
103919,BRIT,BRISANET PARTICIPACOES S A,BRISANET,19796586000170.0,True,BRBRITACNOR0
39755,BRIV,BCO ALFA INVEST SA EX BCO REAL INVEST SA,ALFAINVES40V,60770336000165.0,True,BRBRIVACNOR6
39755,BRIV,BCO ALFA INVEST SA EX BCO REAL INVEST SA,ALFAINVES40V,60770336000165.0,True,BRBRIVACNPR3
39774,BRKM,BRASKEM SA,BRASKEM41E,42150391000170.0,True,BRBRKMACNOR1
39774,BRKM,BRASKEM SA,BRASKEM41E,42150391000170.0,True,BRBRKMACNPA4
39774,BRKM,BRASKEM SA,BRASKEM41E,42150391000170.0,True,BRBRKMACNPB2
39807,BRML,BR MALLS PARTICIPACOES SA,BRMALLSPA42B,6977745000191.0,True,BRBRMLACNOR9
39857,BRPR,BR PROPERTIES SA,BRPROPERT43P,6977751000149.0,True,BRBRPRACNOR9
39891,BRSR,BCO ESTADO RIO GRANDE SUL SA,BANRISUL44N,92702067000196.0,True,BRBRSRACNOR3
39891,BRSR,BCO ESTADO RIO GRANDE SUL SA,BANRISUL44N,92702067000196.0,True,BRBRSRACNPA6
39891,BRSR,BCO ESTADO RIO GRANDE SUL SA,BANRISUL44N,92702067000196.0,True,BRBRSRACNPB4
39891,BRSR,BCO ESTADO RIO GRANDE SUL SA,BANRISUL44N,92702067000196.0,True,BRBRSRACNPR0
101349,BRST,BRISANET SERVICOS DE TELECOMUNICACOES S A,BRISANET2SER,4601397000128.0,True,BRBRSTACNOR9
39908,BRTO,BRASIL TELECOM SA,BRASILTEL454,76535764000143.0,False,BRBRTOACNOR8
39908,BRTO,BRASIL TELECOM SA,BRASILTEL454,76535764000143.0,False,BRBRTOACNPR5
39909,BRTP,BRASIL TELECOM PARTICIPACOES SA,BRASILTPA455,2570688000170.0,False,BRBRTPACNOR5
39909,BRTP,BRASIL TELECOM PARTICIPACOES SA,BRASILTPA455,2570688000170.0,False,BRBRTPACNPR2
39996,BSCT,BCO ESTADO SANTA CATARINA SA,BESC47K,83876003000110.0,False,BRBSCTACNOR1
39996,BSCT,BCO ESTADO SANTA CATARINA SA,BESC47K,83876003000110.0,False,BRBSCTACNPA4
39996,BSCT,BCO ESTADO SANTA CATARINA SA,BESC47K,83876003000110.0,False,BRBSCTACNPB2
40006,BSEG,HSBC SEGUROS BRASIL SA EX HSBC BAMERINDUS SEGUROS SA,HSBCBAMSE47U,76538446000136.0,True,BRBSEGACNOR4
40006,BSEG,HSBC SEGUROS BRASIL SA EX HSBC BAMERINDUS SEGUROS SA,HSBCBAMSE47U,76538446000136.0,True,BRBSEGACNPR1
40010,BSEV,BIOSEV SA,BIOSEV47Y,15527906000136.0,True,BRBSEVACNOR3
40020,BSGR,AGF BRASIL SEGUROS SA,AGFBRASIL488,61573796000166.0,True,BRBSGRACNOR6
40048,BSLI,BRB BCO BRASILIA SA,BRBBANCO490,208000100.0,True,BRBSLIACNOR5
40048,BSLI,BRB BCO BRASILIA SA,BRBBANCO490,208000100.0,True,BRBSLIACNPR2
40096,BSUL,BAHIA SUL CELULOSE SA,BAHIASUL4AC,,False,BRBSULACNPA3
40096,BSUL,BAHIA SUL CELULOSE SA,BAHIASUL4AC,,False,BRBSULACNPB1
40197,AMER,AMERICANAS S A,AMERICANAS,776574000156.0,True,BRBTOWACNOR8
40230,EPAR,EMBPAR PARTICIPACOES SA,EMBPAR  SA,42331462000131.0,True,BRBTTLACNOR0
40230,EPAR,EMBPAR PARTICIPACOES SA,EMBPAR  SA,42331462000131.0,True,BRBTTLACNPR7
